SMILES,logP
COC1=CC=C(C=C1)C(=O)Cl,2.9
COC1=CC=C(C=C1)C(=O)O,2.0
CN(C)C1=CC=C(C=C1)C=O,1.8
CCC1=CC=C(C=C1)[N+](=O)[O-],3.0
C=CC1=CC=C(C=C1)[N+](=O)[O-],2.8
C1=CC(=CC=C1CCl)[N+](=O)[O-],2.5
CNC1=CC=C(C=C1)[N+](=O)[O-],2.0
C1=CC(=CC=C1N=N)N(O)O,1.7
COC1=CC=C(C=C1)[N+](=O)[O-],2.0
CC(C)C1=CC=C(C=C1)C(C)C,4.9
CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1.5
C1=CC(=CC=C1C(=O)Cl)C(=O)Cl,4.0
C1=CC(=CC=C1C(=O)O)C(=O)O,2.0
CN(C)C1=CC=C(C=C1)N(C)C,2.6
CN(C)C1=CC=C(C=C1)[N+](=O)[O-],2.3
C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],1.5
C1=CC(=NC=C1C(=O)O)C(=O)O,0.2
C1=CC(=CC=C1CCO)[N+](=O)[O-],1.1
CCOC1=CC=C(C=C1)[N+](=O)[O-],2.5
C1=CC(=CC=C1[N+](=O)[O-])SSC2=CC=C(C=C2)[N+](=O)[O-],3.7
CCN(CC)CCO,0.3
C1=CC=C(C=C1)CBr,2.9
C=CC1CCC=CC1,2.8
CCC1=CC=CC=C1,3.1
C=CC1=CC=CC=C1,2.9
C=CC1=CC=NC=C1,1.6
C1=CC=C(C=C1)CCl,2.3
C1=CC=C(C=C1)CN,1.1
C1=CC=C(C=C1)C#N,1.6
C1=CN=CC=C1C#N,0.5
C1CCC(CC1)CO,1.9
C1CC(CC=C1)C=O,1.2
C1=CC=C(C=C1)CS,2.4
C1=CC(=CN=C1)CO,0.0
CNC1CCCCC1,1.6
CNC1=CC=CC=C1,1.7
C1=CC=C(C=C1)NN,1.2
C1CCC(=NO)CC1,1.2
C1=CC=C(C=C1)NO,0.8
COC1=CC=CC=C1,2.1
CSC1=CC=CC=C1,2.7
C=CC1=CC=CC=N1,1.5
C1=CC=NC(=C1)C#N,0.4
CCC1=CC=CC=N1,1.7
C1CCOC(C1)CO,0.3
CCN1CCOCC1,0.0
C1CCN(CC1)N=O,0.4
C1CN2CCC1CC2,1.4
CC1(OCC(O1)CO)C,-0.2
CC1=CC(=CC=C1)C=C,3.6
CC1=CC(=CC=C1)OC,2.7
CC(C)(CC1=CC=CC=C1)O,2.2
C1=CC=C(C=C1)CS(=O)(=O)O,0.3
C1CCC(CC1)NS(=O)(=O)O,0.6
CC1CC(CC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O,2.8
CCCCCCCCCCCCNC(=O)C[N+](C)(C)CC1=CC=CC=C1,6.7
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)NC3=CC=CC=C3,4.3
C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,5.5
C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl,3.0
CC(C(=O)O)OC1=CC(=CC=C1)Cl,2.3
C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,3.8
COC1=CC=CC(=C1)NC2=CC=CC=C2,3.4
C1=CC=C(C=C1)NC2=CC(=CC=C2)Cl,4.1
C1=CC=C(C=C1)NC2=CC(=CC=C2)O,3.1
C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,5.3
C1=CC=C(C=C1)NC2=CC=CC(=C2)C(F)(F)F,4.3
C1N2CN(CN1CN(C2)N=O)N=O,0.3
C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl,3.2
COC1=CC(=CC(=C1OC)OC)CC2=NCCN2,0.7
C1=CC=C(C=C1)CN(CCO)CCO,0.4
CCCC(CC(OCC)OCC)OCC,2.7
C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,2.8
C1=C(C(=O)C(=CC1=NCl)Cl)Cl,2.9
CC(=CC1=CC=CC=C1)C=O,2.2
CC(CC1CCCCC1)NC,3.5
COC(=O)CC1=CC=CC=C1,1.8
CN(C)C(=O)NC1=CC=CC=C1,1.0
CC(=C)C(=O)OC1CCCCC1,2.9
C1COC(O1)CC2=CC=CC=C2,1.8
C1=CC=C(C=C1)CC2=CC=C(C=C2)O,3.5
C1=CC=C(C=C1)NC2=CC=C(C=C2)N,2.5
C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,4.4
C1=CC(=CC=C1N)SC2=CC=C(C=C2)[N+](=O)[O-],2.7
CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,3.9
C1=CC(=CC=C1[N+](=O)[O-])OC2=CC=C(C=C2)[N+](=O)[O-],3.7
CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(C=C2)CCCCCCCC,11.6
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,5.4
COC1=CC=C(C=C1)NC2=CC=C(C=C2)OC,3.6
C1=CC=C(C=C1)CC2=CC=C(C=C2)OC(=O)N,3.0
CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,4.0
CC(C)OC1=CC=C(C=C1)NC2=CC=CC=C2,3.9
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=CC=C3,5.4
C1=CC(=CC=C1CC2=CC=C(C=C2)Cl)Cl,4.9
C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,1.6
C1=CC(=CC=C1N)OC2=CC=C(C=C2)Cl,2.7
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,1.4
C1=CC=C(C=C1)CC2=CC=CC=C2,4.1
C1=CC=C(C=C1)CC2=CC=CC=N2,2.8
C1CCC(CC1)NC2CCCCC2,3.4
C1=CC=C(C=C1)OC2=CC=CC=C2,4.2
CCCCCC(=CC1=CC=CC=C1)CO,4.4
CCCCCCC(=CC1=CC=CC=C1)C=O,4.8
C1C(O1)COC2=CC(=CC=C2)OCC3CO3,1.2
CC(=O)CC(=O)NC1=CC=C(C=C1)Cl,2.1
CCOC1=CC=C(C=C1)NC(=NC2=CC=C(C=C2)OCC)C,3.6
CCC(C)NC1=CC=C(C=C1)NC(C)CC,4.5
CCOC(=O)CC1=CC=CC=C1,2.3
CCOC(=O)NC1=CC=CC=C1,2.3
CC(=O)CC(=O)NC1=CC=CC=C1,1.5
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,3.1
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,2.4
C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,3.0
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)S,3.5
C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2,3.3
C1=CC=C(C=C1)NC(=O)CCC(=O)O,0.6
COC1=CC=C(C=C1)COC(=O)CC2=CC=CC=C2,3.0
CC(C)CCOC(=O)CC1=CC=CC=C1,3.6
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,3.9
CCC1=CC(=CC(=C1)CC)CC,4.3
CCNC1=CC=CC(=C1)C,3.0
CC(=O)NC1=CC=CC(=C1)N,0.9
CCCCCCCCCCCC[N+](C)(C)CC1=CC(=C(C=C1)Cl)Cl,8.6
C1=CC(=C(C=C1N=C=O)Cl)Cl,4.2
CC(CC1CCCC1)NC,2.9
C1=CC(=C(C=C1CCl)Cl)Cl,4.0
CC1=C(C=CC(=C1)OC)N,1.2
C1C=CC=C1,1.8
COC1=CC(=C(C=C1)OC)N,1.2
CC(C)CC(CC=C(C)C)OCC=O,3.3
CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O,-0.7
CCCN(CCC)CCC,2.8
C=CCN(CC=C)CC=C,2.6
C(CO)N(CCO)CCO,-1.0
C1COCCN1SC2=NC3=CC=CC=C3S2,2.7
CCCCN(CCO)CCO,0.1
CCCCN(CCCC)CCO,2.1
CCCCN(CCCC)CCCC,4.0
CCCCOP(OCCCC)OCCCC,3.8
CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,17.0
C1=CC=C(C=C1)CCC(=O)N,0.9
C1=CC=C(C=C1)C=C[N+](=O)[O-],2.1
CC(CNC1CCCCC1)O,1.4
C1=CC=C(C=C1)CC(=O)S,1.9
CC(C)(CCC1=CC=CC=C1)O,2.1
CC(=O)OC(C)(C)CCC1=CC=CC=C1,3.0
CCCCC(CC)CCC(C)O,4.2
CCCCC(CC)COC(=O)C,3.2
CCCCC(CC)COC(=O)C=C,3.8
C1=CC=C(C=C1)CNC2=CC=C(C=C2)O,2.8
C1=CC=C(C=C1)COC2=CC=C(C=C2)O,3.4
C1=CC(=CC=C1CSC2=CC=C(C=C2)Cl)Cl,5.2
C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)O,3.1
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,6.8
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,8.5
COC(=O)CCC1=CC=CC=C1,2.3
COC(=O)C=CC1=CC=CC=C1,2.6
CC(C)C(=O)OCC1=CC=CC=C1,3.0
C1=CC=C(C=C1)CCC2=CC=CC=C2,4.8
C1COCCN1SSN2CCOCC2,0.6
CCOC(=O)C=CC1=CC=CC=C1,3.0
CCCC(=O)OCC1=CC=CC=C1,2.8
CC(C)CC(=O)OCC1=CC=CC=C1,3.3
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,3.8
C1=CC=C(C=C1)COC(=O)CCC(=O)OCC2=CC=CC=C2,2.9
CC(=O)OCCC1=CC=CC=C1,2.3
CC(C)C(=O)OCCC1=CC=CC=C1,3.3
C1=CC=C(C=C1)CNCC2=CC=CC=C2,2.7
C1=CC=C(C=C1)COCC2=CC=CC=C2,3.3
CCCC(=O)OCCC1=CC=CC=C1,3.1
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2,4.6
CC(=O)OCC=CC1=CC=CC=C1,2.3
CCC(=O)OCC=CC1=CC=CC=C1,2.7
CC(C)C(=O)OCCCC1=CC=CC=C1,3.6
CC(C)C(=O)OCC=CC1=CC=CC=C1,3.3
CCCC(=O)OCC=CC1=CC=CC=C1,3.1
CCCCNC1=CC=C(C=C1)O,2.8
C1=CC=C(C=C1)CCBr,3.1
C1=CC=C(C=C1)C=CBr,2.9
CCCC1=CC=CC=C1,3.7
CNCC1=CC=CC=C1,1.5
CCNC1=CC=CC=C1,2.2
C1=CC=C(C=C1)NC=O,1.2
C1=CC=C(C=C1)N=C=O,2.7
C1=CC=C(C=C1)N=C=S,3.3
CCOC1=CC=CC=C1,2.5
C1=CC=NC(=C1)CCO,0.1
CCOC1CCC=CO1,1.5
C1CN(CCN1)CCO,-1.1
CC(=O)CC1=CC=CC=C1,1.4
C1=CC=C(C=C1)CC(=O)Cl,2.4
C1=CC=C(C=C1)CC(=O)N,0.5
CN(C)CC1=CC=CC=C1,2.0
C1=CC=C(C=C1)N=C(N)S,1.7
CC(=O)NC1=CC=C(C=C1)Br,2.3
CC1=CC=C(C=C1)NC(=O)C,1.7
CC1=CC=C(C=C1)OC(=O)C(C)C,3.2
C1=CC(=CC=C1NC(=O)C(=O)O)[N+](=O)[O-],1.6
CC(C)C1=CC=C(C=C1)C(C)CC=O,3.1
CCCCCCC(C)NC1=CC=C(C=C1)NC(C)CCCCCC,8.5
CCCCCCCCCCCCCCCCCC(=O)NC1=CC=C(C=C1)O,9.4
COC1=CC=C(C=C1)CC(=O)O,1.4
CC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],1.7
CC(=O)NC1=CC=C(C=C1)C=NN=C(N)S,0.8
C1=CC(=CC=C1N=C=O)Cl,3.3
CCCCC1=CC=C(C=C1)N,3.0
CC(=O)OCC1=CC=C(C=C1)OC,1.9
CCOCCOC(=O)C=CC1=CC=C(C=C1)OC,2.4
C1=CC(=CC=C1OCC(CO)O)Cl,1.2
CC(=O)OCCC1=CC=C(C=C1)[N+](=O)[O-],2.1
CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,2.4
CCCCCCCCCC1=CC=C(C=C1)OCCO,5.5
CCCCCCCCCCCCC1=CC=C(C=C1)N,7.2
CCCC1=CC=C(C=C1)OC,3.5
CC=CC1=CC=C(C=C1)OC,3.3
CCCCC1CCC(=O)O1,1.6
CCCCC1=CC=CC=C1,4.4
C1=CC=C(C=C1)CCCCl,3.5
C1=CC=C(C=C1)CCC=O,1.3
C1=CC=C(C=C1)COC=O,1.6
CCCCCC1CCC(=O)O1,2.2
C1=CC=C(C=C1)CCOC=O,2.1
C1=CC=C(C=C1)C=CCOC=O,2.5
C1=CC=C(C=C1)OCCOC2=CC=CC=C2,3.8
CCCCCCCC1CCC(=O)O1,3.3
C1=CC=C(C=C1)OCCOCCO,1.0
CCCCCCCCCCC1=CC=CC=C1,7.7
CCCCCCCCCCCC[N+]1=CC=CC=C1,6.5
CCCCC(CC)CN,2.8
CCCCC(CC)CO,3.1
CC1=CC=C(C=C1)CBr,3.0
CC1=CC=C(C=C1)CCl,2.9
C1=CC(=CC=C1CCl)Cl,3.2
CC1=CC=C(C=C1)C#N,2.4
CC1=CC=C(C=C1)C=O,2.1
C1=CC(=CC=C1C=O)Cl,2.1
CCC1CCC(NC1)C,1.9
CCC1=CN=C(C=C1)C,2.0
C1=CC(=CC=C1N=O)O,1.3
COC1=CC=C(C=C1)Br,2.8
CC1=CC=C(C=C1)OC,2.7
COC1=CC=C(C=C1)N,0.9
CC(C)COC(=O)CCC1=CC=CO1,2.3
CCC1=CC=C(C=C1)CC,3.5
C1CC(CCC1CO)CO,0.6
C1=CC(=CC=C1NO)N=O,1.1
COC1=CC=C(C=C1)CO,1.1
CCN(CC)CCCC(=O)C,1.0
CCN(CC)CC#CCN(CC)CC,1.8
C1=C(NN=C1)CCN,-0.4
CCCC1CCC(=O)O1,1.1
CC(CC1CCCC1)N,2.4
CCCCCCCCCCCCCCCCCC1=NCCN1,7.6
CCCC(C)CO,1.8
CCCC(C#C)O,0.9
COC(=O)CC#N,-0.5
CCOC(=O)CBr,1.3
CCC(=O)OCC,1.2
CCC(=O)OC=C,1.1
CCOC(=O)CCl,0.9
CCOC(=O)NC,0.3
CCC(C)CC(C)N,1.9
CCC(C)CC(=O)C,1.8
CCC(C)CC(=O)O,1.6
CC(C)CC(=NO)C,1.5
CC(=O)CC(=O)OC,0.0
CCC(C)OC(=O)C,1.7
CC(C)OC(=O)CCl,1.5
CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C,4.5
CCOC(=O)CC(=O)OCC,1.0
CCCC(=O)OCC,1.3
CCNC(=NCC)S,1.0
CCOC(=O)CC#N,0.4
CCOC(C)OCC,0.8
CCOC(=O)OCC,1.2
CN(CCO)CCO,-1.1
C1CCC(=O)NCC1,-0.1
CC(C)OC(=O)OOC(=O)OC(C)C,2.6
CCCC(=O)OCCC,1.8
CC1=CC(=C(C=C1)O)C,2.3
CCC(=O)OCCC(C)C,2.5
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,10.5
CCCCOC(=O)C=CC(=O)OCCCC,2.7
CCCCCC(=O)OCC(C)C,3.4
CC(C)COC(=O)CCCCCCCC(=O)OCC(C)C,4.9
CN(CCCN)CCCN,-0.9
CC(CCC=C(C)C)CCOC=O,3.8
CC(=CCCC(=CCOC=O)C)C,3.5
CC(=CCCC(=CCOC(=O)C)C)C,3.5
CCC(=O)OCCC(C)CCCC(=C)C,4.5
CCC(=O)OCC=C(C)CCC=C(C)C,3.9
CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCC,9.6
CCCCOC(=O)CCCCC(=O)OCCCC,3.1
CCCCCCCCCCCC1CCC(=O)O1,5.4
CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCC,6.8
CCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC,7.9
CCCCCCCCCCCCCCCCCC(=O)OCCOCCO,7.7
CCCCCCC(CCCCCCCCCCC(=O)O)O,6.5
CCCOC(=O)CCCCC(=O)OCCC,2.4
CCCCC(CC)CNCC(CC)CCCC,6.1
CC(C)CCCC(C)CCO,3.6
C[C@@H](CCC=C(C)C)CCO,3.2
CC(CCC=C(C)C)CC=O,3.0
CCCC(=O)OCCC(C)C,2.6
CCCC(=O)OCC=C(C)CCC=C(C)C,4.3
CCCCCCC(=O)OCC,2.9
CCCC(=O)OC(=O)CCC,1.6
CCCCCCCC(=O)OCC,3.5
CCCCCCCCCCCC(=O)OCC,5.6
CCCCC(=O)CC,1.8
CCCOC(=O)CC,1.7
C1=CC(=CC=C1Br)Br,3.8
CC1=CC=C(C=C1)Br,3.4
C1=CC(=CC=C1Cl)Br,3.7
C1=CC(=CC=C1N)Br,2.3
C1=CC(=CC=C1O)Br,2.6
CC1=CC=C(C=C1)C,3.2
CC1=CC=C(C=C1)Cl,3.3
CC1=CC=C(C=C1)S,2.9
C1=CC(=CC=C1N)Cl,1.9
CC1=CC=C(C=C1)N,1.4
C1=CC(=CC=C1N)N,-0.3
C1=CC(=CC=C1S)Cl,3.0
CC1CNC(CN1)C,0.0
C1C(=O)NCC(=O)N1,-1.3
CN1CCN(CC1)C,-0.4
CC(C)COC(=O)C=C,2.2
COC(=O)CCC(=O)OC,0.4
CCC(CC(C)C)CO,2.4
CCC(C)CC(=O)CC,2.2
C(CCO)CC(CO)O,-0.7
CCCCCC(=O)OC,2.5
C=CC(=O)OCCC#N,0.6
CCCCCCC(=O)OC,3.0
CCOCCOC(=O)C=C,0.7
C(COC(=O)Cl)OCCOC(=O)Cl,2.0
COC(=O)CCCCCCCCC(=O)OC,3.0
CCCCCCCCC1C(O1)CCCCCCCC(=O)OCCCC,7.7
CCCCCCCCC1C(O1)CCCCCCCC(=O)OCCCCCCCC,9.9
C=CC1CCC2C(C1)O2,1.7
C1CC2C(O2)CC1C3CO3,0.8
CCC1CO1,0.8
C1C(O1)CCl,0.5
C=CC(=O)OCC1CO1,0.4
CC(=C)C(=O)OCC1CO1,0.8
C=CCOCC1CO1,0.4
C(CBr)Br,2.0
CCCBr,2.1
C=CCBr,1.8
C#CCBr,1.1
CCCC,2.9
CCC=C,2.4
C=CC=C,2.0
CCC#C,1.3
C=CC=O,0.0
CCCS,1.8
C(CBr)Cl,1.6
C=CCCl,1.5
C(CBr)N,0.0
CCCN,0.5
C=CCN,0.1
CCC#N,0.2
C=CC#N,0.2
C(C#N)Cl,0.5
C(C#N)O,-0.7
C=CCO,0.2
C#CCO,-0.4
C(=O)C=O,-0.4
COC=C,0.8
CC=NO,-0.1
COCCl,0.8
COC=O,0.0
C(CS(=O)(=O)O)O,-1.6
CC(=C)CC(C)(C)C,3.7
CC(=CC(C)(C)C)C,3.6
CC(CC(C)(C)O)O,0.3
CC(C)OP(=O)(C)F,0.8
CC(C)(C)SC(C)(C)C,2.8
CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.4
CC(C)OP(=S)(OC(C)C)S,3.3
CC(C)(C)NC(=O)C=C,1.1
C1CS(=O)(=O)CCO1,-0.8
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,17.9
CCCCOP(=O)(O)OCCCC,1.5
CNCCS(=O)(=O)O,-3.6
C(C(Cl)(Cl)Cl)OC(=O)N,1.4
CC(=O)CC(C)(C)OC,0.4
CC(C)CCCC(C)C(CO)O,2.5
CC(CCCC(C)(C)O)CC=O,1.6
CC(CCBr)Br,2.5
CCCC(C)Br,2.7
CC(C)CCBr,2.7
CCCC(C)C,3.2
CC(C)CCCl,2.5
CC(C)CCN,1.0
CCCC(=O)C,0.9
CC(CCO)O,-0.4
CC(CC=O)O,-0.6
C(C#N)C(=O)N,-1.0
C(CCl)C(=O)O,0.4
CC(COC)O,-0.2
CN(C)CCCl,0.3
CN(C)CCO,-0.4
CCC[N+](=O)[O-],0.9
CC(=O)OC=C,0.7
CC(C)CC(C)C,3.4
CC(C)CC(C)N,1.4
CC(C)CC(=O)C,1.3
CC(C)CC(C)O,1.7
C(C(=O)N)C(=O)N,-1.8
CC(C)NC(C)C,1.4
C(=O)(N)NC(=O)N,-0.7
CC(C)OC(C)C,1.5
CC(C)OC(=O)C,0.9
CC(=C)OC(=O)C,1.0
CC(C)OC(=O)Cl,2.0
CC(=O)OC(=O)C,-0.1
CC(C)OC(=S)S,2.1
CC1=NNC(=O)C1,-0.5
CC1CCC(=O)O1,0.6
C1CC(=O)OC1=O,-0.5
C1=CC(=O)OC1=O,-0.1
CC1COC(=O)O1,-0.4
CCOP(=O)(OCC)OC1=NNC(=C1)C,1.1
CCOP(=S)(OCC)OC1=NNC(=C1)C,2.8
C1=CC(=CC(=C1)Br)Br,3.8
C1=CC(=CC(=C1)Br)Cl,3.7
CC1=CC(=CC=C1)C,3.2
CC1=CC(=CC=C1)S,2.8
CC1=CC(=CC=C1)Cl,3.3
C1=CC(=CC(=C1)Cl)N,1.9
C1=CC(=CC(=C1)Cl)O,2.5
CC1=CC(=CC=C1)N,1.4
C1=CC(=CC(=C1)N)N,-0.3
CC1=CC(=NC=C1)C,1.6
CC1=NC(=CC=C1)C,1.7
CC1=CN=CC(=N1)C,0.5
CC1=NC(=NC=C1)N,0.3
C1CC(=O)OC(=O)C1,-0.1
C=CC1=CC(=CC=C1)C=C,3.7
CC(=O)OC1=CC(=CC=C1)OC(=O)C,1.4
COC(=O)CC(=O)OC,0.0
CC(CCl)OC(C)CCl,2.1
CCOC(=O)CC(C)C,1.7
CC(COC)OC(=O)C,0.4
CC1=CC(=CC(=C1)C)C,3.4
CC1=CC(=CC(=C1)O)C,2.4
CC1=CC(=CC(=C1)N)C,2.0
C1=C(C=C(C=C1Cl)Cl)Cl,4.2
CC1=CC(=CC(=C1)N)N,0.9
CN1CN(CN(C1)C)C,0.4
CC1=CC(=NC(=C1)C)C,1.9
C1(=NC(=NC(=N1)Cl)Cl)Cl,2.9
C1(=NC(=NC(=N1)N)N)N,-1.4
C1(=O)NC(=O)NC(=O)N1,-1.2
CC(C)CC(CC(C)C)O,3.0
CC(C)CC(=O)CC(C)C,2.5
CC(C)CC(C)OC(=O)C,2.2
C1CCC(CC1)Br,3.2
C1=CC=C(C=C1)Br,3.0
CC1CCCCC1,3.6
CC1=CC=NC=C1,1.2
C1=CC=C(C=C1)Cl,2.9
C1CCC(CC1)N,1.5
C1CCC(CC1)O,1.2
C1CCC(=O)CC1,0.8
C1=COC=CC1=O,0.1
C1=CC=C(C=C1)S,2.5
CC1=CN=CC=C1,1.2
C1=CC(=CN=C1)O,0.5
CN1CCOCC1,-0.3
C1=CC=NC(=C1)Br,1.4
CC1CCCCN1,1.1
CC1=CC=CC=N1,1.1
CC1=NC=CN=C1,0.2
C1=CC=NC(=C1)Cl,1.2
C1=CN=C(N=C1)N,-0.2
CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.6
CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,1.5
CCCCOC(=O)CC(C)C,2.6
CC(C)CC(=O)OCCC(=CCC=C(C)C)C,4.9
CCCCOC(=O)CCC,2.2
C1CCCCCCCC(=O)OCCCCCCC1,6.3
CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,6.9
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,5.3
CCOCCOC(=O)CCCCC(=O)OCCOCC,1.0
CCCCNC(=NCCCC)S,2.7
CC(=O)CCC=C,1.0
CCC#CC(C)O,1.0
CCCCC(=O)O,1.4
CC(C)COC=C,2.2
CN(C)CCCN,-0.3
CC(C)NCCO,-0.1
C=CCN=C(N)S,0.6
CC(C)OCCO,0.1
CCCOC(=O)C,1.2
CCCOC(=O)Cl,2.3
C(CBr)CBr,2.4
CCCCBr,2.8
CCCCC,3.4
CCCC=C,2.4
CCCCCl,2.6
C(CCl)CBr,1.9
CCCCN,1.0
CCCC#N,0.5
C=CCC#N,0.4
C(C#N)C#N,-0.5
C(CO)C#N,-0.9
CCCCS,2.3
C(CS)CS,1.2
CNCCN,-1.1
C=NCC#N,1.3
CNCCO,-0.9
C(CO)NN,-1.6
COCCN,-0.9
COCCO,-0.8
COCOC,0.2
CCNCC,0.6
CCN=C=O,1.4
CCOC=C,1.0
C=COC=C,1.3
CCOC=O,0.5
CCON=O,0.4
C1=CNC=C1,0.7
C1CCOC1,0.5
C1=COC=C1,1.3
C1=CSC=C1,1.8
CC(C)(CCC(C)(C)O)O,0.8
C(CS(=O)(=O)O)S(=O)(=O)O,-2.0
CC(C)(C)OOC(C)(C)C,2.1
CC(C)CCC(=O)C,1.9
CC(=O)CCC(=O)C,-0.3
C(CC(=O)N)C(=O)N,-2.1
CN(C)CCN(C)C,0.3
CC(C)COC(=O)C,1.8
C(=O)(N)NNC(=O)N,-2.1
CC(=O)OOC(=O)C,0.2
C=CC(=O)NCNC(=O)C=C,0.1
CCCCCCCCCCCCCC(=O)OC(C)C,7.2
CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,8.5
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,15.7
CCCCCCOCCOC(=O)CCCCC(=O)OCCOCCCCCC,5.0
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,5.3
CCCCCCCCCCCCCC(=O)OCCCC,7.6
CCCCCCCCCC(=O)OCC,4.6
CCOC(=O)CCCCCCCCC(=O)OCC,3.5
CCCCCCCCCC(=O)OC,4.7
CCCCCC(=O)C,2.0
CC(C)CCOC=O,1.8
CC(C)CCON=O,1.7
CC(=O)OCCOC,0.0
CCCCOC(=S)S,2.6
C(CCBr)CBr,2.5
CCCCCBr,3.4
CCCCCC,3.9
C(CCCl)CCl,2.1
CCCCCN,1.5
CCCCC#N,1.1
C(CC#N)C#N,-1.0
CCCCC=O,1.1
C(CCO)CO,-0.8
C(C=CCO)O,-0.8
C(C#CCO)O,-1.1
CCCCCS,2.3
CCCCNC,1.3
CCCC=NO,0.8
CNCCNC,-0.6
COCCOC,-0.2
CCNCCO,-0.5
CCCOC=O,0.8
C=COCCCl,1.4
CCSCCO,0.6
CCOCCO,-0.3
CCSSCC,1.6
C1CCCCC1,3.4
C1CCC=CC1,2.9
C1CC=COC1,0.7
C1OCOCO1,-0.4
C1CCNCC1,0.8
C1COCCN1,-0.9
CN(C)CCCN(C)C,0.7
CC(C)CNCC(C)C,2.5
CC(CNCC(C)O)O,-0.8
CC(COCC(C)O)O,-0.4
C(C(=O)O)OCC(=O)O,-0.7
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,14.7
CCCCCCCCCCCCCCCC(=O)OCCCC,8.7
CCCCCCCC(=O)OC,3.6
CCCCCC#CC(=O)OC,3.2
CCCCCCC(=O)C,2.4
CCCCCCC(=O)O,2.5
CCOCCOC(=O)C,0.3
C(CSCCC(=O)O)C(=O)O,-0.1
CN(C)CCCCCCN(C)C,1.7
CC(=O)OCCOCCOCCOC(=O)C,-0.3
C(COCCO[N+](=O)[O-])OCCO[N+](=O)[O-],0.5
C(CCBr)CCBr,2.8
CCCCCCBr,3.8
CCCCCCN,2.1
CCCCCCO,2.0
CC=CC=CCO,1.1
C(CCO)CCO,-0.1
CCCCCCS,3.3
COCCCCO,0.1
CCCCOC=C,2.1
CCOCCCO,0.1
CCCCN=C=O,2.3
C(CNCCN)N,-2.1
C(CNCCO)N,-1.7
C(CO)NCCO,-1.4
CCCOCCC,2.0
C(CCl)OCCCl,1.3
C=CCOCCO,-0.1
C(COCCO)O,-1.3
CCCSCCC,2.7
C1CCCNCC1,1.2
C(CN=C(S)S)N=C(S)S,1.8
CC(=O)OCCOC(=O)C,0.0
CCCCCCCCCCCCCCCCCC(=O)OCC,8.9
