0.5643074;0.4
0.10495873;-0.3
0.14566277;-0.3
0.63099474;-1.
0.07643971;-5.
1.6129378;2.3
1.0890592;0.2
0.;-0.4
0.62677294;-4.8
0.9629247;-1.2
0.8591456;1.5
0.;0.8
0.6630596;4.
1.8152143;3.1
2.7875307;3.7
1.94892;0.6
0.6611871;-0.1
0.;-1.8
0.18899947;1.2
0.58502907;1.
0.;-0.2
0.;-0.7
0.;-0.5
0.41709426;-4.5
0.576924;-3.3
1.215279;-2.7
0.19329074;-6.9
0.1137179;-0.3
0.05963903;-3.7
0.35757732;-0.3
0.2758305;-3.3
0.16683653;1.
0.8906612;0.3
0.48711768;-0.1
0.46756604;0.3
0.;0.
0.;-2.3
0.;-0.1
0.58534235;0.6
0.;-1.6
0.5696812;-1.
1.0901769;-0.4
0.;-1.
0.;0.2
0.;-1.1
0.8611431;-3.4
0.;1.1
0.;-1.5
0.10755472;0.7
0.;-2.9
0.;-0.9
0.71947473;-5.4
0.998507;-5.2
0.7462027;-4.2
1.9794902;16.1
1.3598641;15.8
2.3386645;16.6
0.29550818;0.1
0.;-2.6
0.;-7.7
0.41938576;-3.7
0.5206918;1.9
0.00967407;-3.5
0.03139609;0.6
0.43330273;2.7
0.6924744;3.1
0.;-2.5
0.9624823;-2.8
0.3056609;0.2
0.06021431;0.9
0.;-0.5
0.53639215;1.1
0.6962459;-4.6
0.8920525;-5.8
0.59997994;-1.3
2.6034815;3.2
0.;-0.2
0.5034363;-2.8
0.9441294;0.2
0.20976573;-1.4
0.7727061;-4.
1.239875;-1.8
0.;-1.7
0.6985974;-6.6
0.;-0.8
0.19101447;0.9
0.23012486;-0.4
0.73881525;-5.8
1.1064922;-2.5
0.7334179;-6.5
0.81430316;1.4
2.8041215;1.8
0.;-0.9
0.6673394;-6.4
0.;-2.8
0.28951153;-0.4
0.6180744;-4.3
0.05658041;0.
0.52645296;-4.2
2.0438666;16.
